Date,Open,High,Low,Close,Adj Close,Volume,sentiment
2020-01-02,145.2899932861328,148.1999969482422,145.10000610351562,148.1999969482422,147.71856689453125,9502100,0.05552374393283484
2020-01-03,146.39999389648438,147.89999389648438,146.0500030517578,146.5,146.0240936279297,7320200,0.15666666666666668
2020-01-06,145.5399932861328,146.02999877929688,144.30999755859375,145.64999389648438,145.17684936523438,8262500,0.1618551587301587
2020-01-07,145.99000549316406,146.8699951171875,145.4199981689453,145.6999969482422,145.2266845703125,6906500,0.13143978966045294
2020-01-08,145.49000549316406,146.1300048828125,144.82000732421875,145.39999389648438,144.9276580810547,6984200,0.14823994252873562
2020-01-09,146.47000122070312,146.6300048828125,144.61000061035156,144.8300018310547,144.35951232910156,6664200,0.24003356556637803
2020-01-10,145.3000030517578,145.5,144.25999450683594,144.6199951171875,144.1501922607422,5152500,0.17966814724627225
2020-01-13,144.75,144.75,143.36000061035156,143.8800048828125,143.41261291503906,9921300,0.04729166666666667
2020-01-14,143.41000366210938,146.72000122070312,142.2899932861328,145.1999969482422,144.7283172607422,14839100,0.1381931216931217
2020-01-15,145.7100067138672,145.7100067138672,143.92999267578125,144.32000732421875,143.85118103027344,6818200,0.10284722222222221
2020-01-16,145.08999633789062,145.42999267578125,144.44000244140625,145.1199951171875,144.64857482910156,6948400,0.010063085063085068
2020-01-17,145.5399932861328,145.63999938964844,144.00999450683594,144.3300018310547,143.86114501953125,10355300,0.13145071403692093
2020-01-21,144.24000549316406,144.58999633789062,143.00999450683594,143.55999755859375,143.09364318847656,9250200,0.0733896103896104
2020-01-22,144.4499969482422,144.7899932861328,143.5399932861328,144.00999450683594,143.54217529296875,7550000,0.07498032031625781
2020-01-23,143.60000610351562,143.61000061035156,140.64999389648438,142.1999969482422,141.73805236816406,11082000,0.07671270528413385
2020-01-24,141.39999389648438,142.25,139.1999969482422,140.0800018310547,139.6249542236328,13076300,0.2103769841269841
2020-01-27,135.86000061035156,137.72999572753906,135.0,135.89999389648438,135.45852661132812,12831800,0.17500000000000002
2020-01-28,136.5,138.92999267578125,135.86000061035156,138.3699951171875,137.92050170898438,10390000,0.2134343584656085
2020-01-29,138.60000610351562,138.67999267578125,135.7899932861328,136.05999755859375,135.61801147460938,9382700,0.1047702659030784
2020-01-30,135.08999633789062,137.85000610351562,134.8300018310547,137.80999755859375,137.36231994628906,11847300,0.12148241769015918
2020-01-31,138.39999389648438,138.6699981689453,137.05999755859375,138.30999755859375,137.86070251464844,12379100,0.10678772471741223
2020-02-03,139.7899932861328,141.82000732421875,139.75,141.32000732421875,140.86093139648438,12639900,0.09456521739130434
2020-02-04,145.49000549316406,145.58999633789062,143.25,144.72999572753906,144.2598419189453,23519700,0.06139370724440169
2020-02-05,146.60000610351562,147.3000030517578,138.57000732421875,141.3699951171875,140.91075134277344,27824100,0.06951537458783835
2020-02-06,141.9199981689453,143.9499969482422,141.22000122070312,142.6999969482422,142.23643493652344,9504600,0.0747277517564403
2020-02-07,141.88999938964844,141.99000549316406,140.1199951171875,141.02000427246094,140.56190490722656,10948900,0.01852520985585502
2020-02-10,141.02999877929688,142.58999633789062,140.4600067138672,142.58999633789062,142.1267852783203,8162100,0.22584940312213042
