Date,Open,High,Low,Close,Adj Close,Volume,sentiment
2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,71.52082061767578,100805600,
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,0.05552374393283484
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,0.15666666666666668
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200,0.1618551587301587
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000,0.13143978966045294
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200,0.14823994252873562
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400,0.24003356556637803
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800,0.17966814724627225
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000,0.04729166666666667
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400,0.1381931216931217
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,0.10284722222222221
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.77922058105469,108829200,0.010063085063085068
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.62923431396484,137816400,0.13145071403692093
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.10316467285156,110843200,0.0733896103896104
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.37837982177734,101832400,0.07498032031625781
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.75102996826172,104472000,0.07671270528413385
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.5269546508789,146537600,0.2103769841269841
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.24725341796875,161940000,0.17500000000000002
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.37594604492188,162234000,0.2134343584656085
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.99560546875,216229200,0.1047702659030784
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.8811264038086,126743200,0.12148241769015918
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.38365936279297,199588400,0.10678772471741223
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.17660522460938,173788400,0.09456521739130434
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.65847778320312,136616400,0.06139370724440169
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.2917251586914,118826800,0.06951537458783835
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.20750427246094,105425600,0.0747277517564403
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.13086700439453,117684000,0.01852520985585502
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.5019302368164,109348800,0.22584940312213042
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.0283203125,94323200,0.06727612665112666
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.88131713867188,113730400,0.16725925925925927
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.31246948242188,94747600,0.0608283945180875
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.33201599121094,80113600,0.06268398268398269
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.87938690185547,152531200,0.03965201465201465
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.00730895996094,93984000,0.13619171626984128
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.19677734375,100566000,0.08259492243867245
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.42679595947266,129554000,-0.038655045351473925
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.79647827148438,222195200,-0.0048216540404040446
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.33070373535156,230673600,0.10464285714285715
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.44641876220703,198054800,-0.009422979797979798
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.77608489990234,320605600,0.09145486340401594
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.73702239990234,426510000,0.09872749960542929
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.95028686523438,341397200,0.12251309575864519
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.6334457397461,319475600,0.07703702868633425
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.90974426269531,219178400,0.094827096724824
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.5123291015625,187572800,0.07496698324823324
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.56263732910156,226176800,0.03700810185185186
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.98170471191406,286744800,0.1682685185185185
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.66177368164062,285290000,0.0343571991444332
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.24238586425781,255598800,0.09987207833783632
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.60187911987305,418474000,0.05515116508126377
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.86248016357422,370732000,0.07425529902196569
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.13219451904297,322423600,0.1030662744024813
2020-03-17,61.87749862670898,64.40249633789062,59.59999847412109,63.21500015258789,61.73223876953125,324056000,0.047297833547833554
2020-03-18,59.942501068115234,62.5,59.27999877929688,61.66749954223633,60.22104263305664,300233600,0.0756152314054613
